customer_id,age,income,employment_status,loan_amount,loan_type,credit_score,missed_payments,last_payment_date,account_status,region
CUST2099,53.0,41889,,343076.0,Business,668,0,2026-05-10 06:39:58.482730,Delayed,North
CUST2100,54.0,53783,Self-employed,451914.0,Auto,759,0,2026-04-10 06:39:58.482732,Default,East
CUST2101,51.0,118071,Student,537943.0,Personal,710,5,2026-02-18 06:39:58.482740,Active,West
CUST2102,43.0,102063,Business,314052.0,Personal,683,3,2026-04-07 06:39:58.482745,Delayed,North
CUST2103,33.0,90409,,253206.0,Auto,651,3,2025-12-09 06:39:58.482749,Default,North
CUST2104,51.0,136595,Student,269248.0,Auto,791,5,2026-04-03 06:39:58.482754,Active,East
CUST2105,35.0,69346,Salaried,473574.0,Home,715,1,2025-12-08 06:39:58.482758,Delayed,North
CUST2106,23.0,68443,Student,734392.0,Auto,702,2,2025-11-24 06:39:58.482761,Default,South
CUST2107,56.0,58751,Self-employed,742255.0,Auto,767,4,2026-02-09 06:39:58.482766,Delayed,South
CUST2108,40.0,143220,Business,732358.0,Auto,740,4,2026-01-09 06:39:58.482771,Delayed,South
CUST2109,33.0,46627,Business,,Personal,679,5,2026-04-16 06:39:58.482775,Default,West
CUST2110,50.0,127340,Student,87355.0,Home,abc,4,2025-12-28 06:39:58.482780,Default,North
CUST2111,37.0,30770,Salaried,433829.0,Personal,628,0,2026-02-19 06:39:58.482784,Active,West
CUST2112,26.0,126511,Self-employed,667345.0,Auto,790,0,2026-04-23 06:39:58.482788,Default,West
CUST2113,29.0,102063,Student,790174.0,Home,753,1,2026-04-25 06:39:58.482792,Default,North
CUST2114,26.0,148180,Student,517997.0,Auto,701,5,2025-11-29 06:39:58.482794,Delayed,North
CUST2115,52.0,46206,Business,228417.0,Personal,658,0,2026-02-04 06:39:58.482796,Default,South
CUST2116,42.0,22176,Self-employed,650902.0,Personal,776,5,2025-12-24 06:39:58.482799,Delayed,West
CUST2117,40.0,74460,Salaried,,Auto,780,5,2026-03-30 06:39:58.482801,Delayed,West
CUST2118,38.0,99443,Business,650902.0,Home,758,3,2026-02-04 06:39:58.482804,Default,North
CUST2119,38.0,122171,Student,87690.0,Personal,611,2,2026-05-12 06:39:58.482806,Default,West
CUST2120,55.0,104149,Business,457522.0,Auto,785,2,2025-12-26 06:39:58.482809,Default,East
CUST2121,48.0,114171,Business,170522.0,Business,763,5,2026-01-26 06:39:58.482811,Default,North
CUST2122,37.0,136595,,593647.0,Auto,609,2,2026-04-30 06:39:58.482813,Active,South
CUST2123,21.0,105962,Business,570335.0,Auto,733,2,2026-05-10 06:39:58.482815,Delayed,East
CUST2124,,114171,Business,253206.0,Home,734,4,2026-03-10 06:39:58.482818,Active,East
CUST2125,24.0,20287,Self-employed,146917.0,Auto,630,4,2026-04-10 06:39:58.482820,Active,South
CUST2126,39.0,41684,Business,727055.0,Business,690,3,2026-02-23 06:39:58.482822,Delayed,East
CUST2127,30.0,132025,Salaried,251464.0,Auto,799,1,2026-05-05 06:39:58.482824,Active,East
CUST2128,21.0,127340,Student,755641.0,Business,602,0,2025-12-09 06:39:58.482826,Default,East
CUST2129,22.0,135614,Self-employed,82309.0,Personal,703,0,2026-01-02 06:39:58.482829,Default,West
CUST2130,42.0,not_available,Business,342560.0,Auto,774,4,2026-03-29 06:39:58.482831,Default,East
CUST2131,31.0,103291,Salaried,455486.0,Home,725,5,2026-02-25 06:39:58.482833,Default,East
CUST2132,39.0,35029,Student,593647.0,Auto,600,2,2025-12-11 06:39:58.482835,Delayed,North
CUST2133,24.0,90409,Self-employed,565303.0,Business,772,3,2026-03-01 06:39:58.482837,Default,South
CUST2134,56.0,66250,Salaried,340449.0,Business,781,1,2026-01-09 06:39:58.482840,Delayed,West
CUST2135,57.0,51831,Business,734392.0,Home,777,4,2025-12-31 06:39:58.482842,Delayed,West
CUST2136,49.0,30770,,82309.0,Business,734,5,2026-03-07 06:39:58.482844,Delayed,South
CUST2137,28.0,81386,,575275.0,Auto,790,3,2026-03-18 06:39:58.482846,Delayed,West
CUST2138,53.0,not_available,Self-employed,314052.0,Business,614,5,2025-12-22 06:39:58.482848,Active,West
CUST2139,54.0,82559,Salaried,567196.0,Auto,688,3,2026-03-08 06:39:58.482851,Active,West
CUST2140,41.0,40666,Student,289204.0,Auto,794,4,2026-02-20 06:39:58.482853,Default,North
CUST2141,43.0,27135,Salaried,286692.0,Business,757,3,2025-12-11 06:39:58.482855,Delayed,North
CUST2142,36.0,66418,,,Home,721,2,2026-04-25 06:39:58.482857,Default,West
CUST2143,29.0,115849,Self-employed,141426.0,Personal,715,3,2025-12-23 06:39:58.482860,Default,South
CUST2144,49.0,20320,Business,451914.0,Home,795,1,2026-03-05 06:39:58.482862,Default,South
CUST2145,42.0,53654,Salaried,580553.0,Personal,635,3,2026-04-05 06:39:58.482864,Default,North
CUST2146,51.0,120667,,253811.0,Home,666,0,2026-02-24 06:39:58.482866,Delayed,North
CUST2147,36.0,23009,Student,228417.0,Auto,732,3,2026-04-12 06:39:58.482869,Delayed,East
CUST2148,36.0,84892,Self-employed,253811.0,Auto,624,5,2026-03-07 06:39:58.482872,Active,North
CUST2149,33.0,30770,Business,778468.0,Business,610,4,2026-01-16 06:39:58.482874,Delayed,West
CUST2150,28.0,54152,Salaried,314052.0,Personal,799,0,2026-01-18 06:39:58.482876,Delayed,North
CUST2151,59.0,101931,Student,595946.0,Personal,665,4,2026-03-01 06:39:58.482878,Default,East
CUST2152,21.0,144011,Business,340449.0,Business,755,5,2025-11-30 06:39:58.482881,Delayed,East
CUST2153,44.0,72550,,248573.0,Home,659,1,2026-01-11 06:39:58.482883,Default,South
CUST2154,58.0,46206,,565303.0,Business,737,2,2025-12-20 06:39:58.482885,Delayed,South
CUST2155,28.0,108774,Student,609863.0,Home,649,1,2025-12-15 06:39:58.482887,Active,West
CUST2156,41.0,21161,,327941.0,Business,766,0,2025-11-26 06:39:58.482889,Default,North
CUST2157,23.0,126985,Self-employed,569757.0,Personal,764,5,2026-02-26 06:39:58.482892,Delayed,East
CUST2158,45.0,132025,Student,699899.0,Personal,662,5,2026-01-28 06:39:58.482894,Delayed,East
CUST2159,48.0,27135,,340449.0,Home,788,2,2026-01-05 06:39:58.482896,Default,South
CUST2160,53.0,93034,Salaried,732358.0,Personal,691,3,2026-02-09 06:39:58.482898,Active,South
CUST2161,42.0,104149,,732358.0,Personal,637,0,2026-03-20 06:39:58.482901,Active,North
CUST2162,56.0,85780,Self-employed,382643.0,Personal,719,2,2026-04-24 06:39:58.482903,Delayed,East
CUST2163,30.0,110417,Business,455486.0,Personal,632,4,2026-01-18 06:39:58.482905,Delayed,South
CUST2164,25.0,129863,Business,769366.0,Auto,674,2,2026-05-01 06:39:58.482908,Delayed,North
CUST2165,37.0,35216,,569757.0,Business,644,4,2026-02-08 06:39:58.482910,Default,North
CUST2166,40.0,35216,Business,732358.0,Business,771,4,2025-12-31 06:39:58.482912,Default,North
CUST2167,55.0,66418,,592606.0,Auto,728,5,2025-11-25 06:39:58.482914,Default,South
CUST2168,57.0,93034,Self-employed,555074.0,Personal,652,2,2025-12-17 06:39:58.482917,Delayed,South
CUST2169,53.0,131399,Business,455486.0,Business,774,5,2025-12-15 06:39:58.482919,Active,South
CUST2170,36.0,20287,Salaried,211704.0,Business,760,5,2026-01-16 06:39:58.482921,Default,West
CUST2171,56.0,73865,,146917.0,Business,666,1,2026-03-11 06:39:58.482923,Active,West
CUST2172,44.0,147359,Business,253206.0,Home,742,1,2026-04-20 06:39:58.482926,Delayed,West
CUST2173,57.0,109312,Self-employed,517997.0,Auto,704,5,2026-05-05 06:39:58.482928,Default,South
CUST2174,31.0,109904,Self-employed,314052.0,Home,613,5,2026-05-05 06:39:58.482930,Default,South
CUST2175,42.0,78741,Salaried,433829.0,Home,750,4,2026-04-15 06:39:58.482932,Default,West
CUST2176,41.0,96216,Self-employed,143566.0,Auto,723,5,2026-03-12 06:39:58.482934,Delayed,East
CUST2177,40.0,66250,Self-employed,147375.0,Business,781,0,2026-03-19 06:39:58.482936,Delayed,East
CUST2178,46.0,136595,Business,52928.0,Home,719,2,2026-05-02 06:39:58.482939,Delayed,East
CUST2179,50.0,109389,,769366.0,Business,735,0,2025-12-14 06:39:58.482941,Active,East
CUST2180,25.0,68443,Student,142313.0,Home,781,1,2026-04-07 06:39:58.482943,Active,West
CUST2181,46.0,not_available,Self-employed,769366.0,Business,635,0,2026-03-19 06:39:58.482945,Default,North
CUST2182,59.0,20320,Self-employed,82309.0,Personal,727,3,2026-01-13 06:39:58.482948,Default,North
CUST2183,53.0,75913,Student,763934.0,Personal,779,3,2026-01-16 06:39:58.482950,Delayed,East
CUST2184,31.0,66250,Self-employed,104306.0,Personal,733,1,2026-05-08 06:39:58.482952,Delayed,South
CUST2185,26.0,34209,Business,592606.0,Auto,696,0,2026-03-11 06:39:58.482954,Delayed,East
CUST2186,29.0,148180,Business,790174.0,Personal,755,2,2026-01-24 06:39:58.482957,Default,East
CUST2187,36.0,86706,Student,253811.0,Home,777,1,2025-12-10 06:39:58.482959,Delayed,North
CUST2188,45.0,64910,Self-employed,570335.0,Business,765,3,2026-01-09 06:39:58.482961,Active,South
CUST2189,40.0,140544,Self-employed,87355.0,Business,757,1,2026-03-29 06:39:58.482963,Active,North
CUST2190,47.0,21161,,790174.0,Business,680,0,2025-12-08 06:39:58.482965,Default,South
CUST2191,21.0,21161,Self-employed,575275.0,Business,672,0,2025-12-13 06:39:58.482968,Default,West
CUST2192,,120667,Business,473574.0,Home,781,0,2025-12-10 06:39:58.482970,Active,North
CUST2193,55.0,104762,Salaried,430445.0,Business,670,4,2026-01-16 06:39:58.482972,Delayed,West
CUST2194,45.0,126985,Salaried,565303.0,Home,645,0,2026-04-14 06:39:58.482975,Default,West
CUST2195,48.0,104149,Salaried,171139.0,Home,755,5,2026-03-21 06:39:58.482977,Default,East
CUST2196,40.0,132025,Salaried,52928.0,Business,744,3,2026-01-24 06:39:58.482979,Default,South
CUST2197,30.0,110071,Self-employed,629885.0,Business,775,3,2025-12-04 06:39:58.482981,Active,North
CUST2198,59.0,120667,Self-employed,517997.0,Business,771,4,2026-05-04 06:39:58.482983,Default,East
CUST2199,30.0,140544,,732358.0,Home,659,3,2026-01-16 06:39:58.482986,Active,North
CUST2200,55.0,104149,Self-employed,778468.0,Auto,659,3,2026-04-30 06:39:58.482988,Active,West
CUST2201,58.0,23178,Salaried,455486.0,Home,604,1,2026-03-17 06:39:58.482991,Delayed,North
CUST2202,59.0,122958,Student,727055.0,Auto,796,0,2026-05-04 06:39:58.482993,Delayed,North
CUST2203,54.0,144011,Student,609863.0,Business,797,5,2026-03-15 06:39:58.482995,Delayed,East
CUST2204,53.0,82559,Business,104306.0,Home,734,5,2026-03-18 06:39:58.482997,Default,South
CUST2205,43.0,41684,Business,342560.0,Business,780,1,2026-01-11 06:39:58.482999,Active,North
CUST2206,41.0,61777,Self-employed,727055.0,Auto,744,5,2026-02-21 06:39:58.483002,Default,West
CUST2207,24.0,115849,Student,457522.0,Auto,658,1,2026-04-25 06:39:58.483004,Active,West
CUST2208,52.0,73865,Salaried,575275.0,Home,608,5,2026-02-19 06:39:58.483006,Default,East
CUST2209,55.0,122958,Salaried,699899.0,Home,749,3,2026-02-22 06:39:58.483008,Active,West
CUST2210,39.0,140544,Salaried,629885.0,Home,644,2,2025-12-09 06:39:58.483011,Delayed,North
CUST2211,38.0,23009,Self-employed,650902.0,Home,NA,0,2025-12-19 06:39:58.483013,Delayed,South
CUST2212,54.0,99443,Self-employed,171139.0,Personal,786,2,2026-03-17 06:39:58.483015,Default,North
CUST2213,36.0,22176,,87690.0,Personal,679,3,2026-03-17 06:39:58.483017,Active,East
CUST2214,53.0,23009,Salaried,778468.0,Business,612,4,2026-02-07 06:39:58.483019,Delayed,West
CUST2215,28.0,35216,Salaried,286692.0,Auto,682,1,2026-01-03 06:39:58.483021,Active,North
CUST2216,45.0,58751,Self-employed,433829.0,Auto,611,5,2025-12-08 06:39:58.483024,Default,North
CUST2217,21.0,120667,Self-employed,52928.0,Business,763,5,2026-04-03 06:39:58.483026,Delayed,West
CUST2218,28.0,135614,,742255.0,Business,609,3,2025-12-23 06:39:58.483028,Default,South
CUST2219,28.0,104149,,253206.0,Business,615,5,2026-05-03 06:39:58.483031,Default,South
CUST2220,59.0,105962,Business,578671.0,Personal,691,3,2026-04-06 06:39:58.483032,Active,South
CUST2221,36.0,99443,Student,555074.0,Business,618,2,2026-03-16 06:39:58.483035,Default,West
CUST2222,,58751,Salaried,609863.0,Auto,703,4,2026-05-15 06:39:58.483037,Default,North
CUST2223,44.0,85780,Salaried,798423.0,Business,733,1,2026-02-21 06:39:58.483039,Active,East
CUST2224,59.0,140544,,683969.0,Home,731,5,2026-05-12 06:39:58.483042,Active,North
CUST2225,44.0,143220,,481030.0,Auto,757,4,2026-05-13 06:39:58.483044,Default,West
CUST2226,58.0,143220,Business,170522.0,Auto,702,4,2025-12-02 06:39:58.483046,Delayed,West
CUST2227,54.0,21161,Student,171139.0,Auto,694,4,2026-05-09 06:39:58.483048,Delayed,North
CUST2228,22.0,93034,Business,166751.0,Personal,773,0,2026-01-29 06:39:58.483051,Active,West
CUST2229,56.0,66686,Student,649181.0,Personal,626,4,2026-03-19 06:39:58.483053,Default,North
CUST2230,49.0,75913,Salaried,289204.0,Auto,772,3,2025-12-11 06:39:58.483055,Delayed,North
CUST2231,57.0,109389,Business,617152.0,Home,636,0,2026-03-08 06:39:58.483057,Active,South
CUST2232,53.0,126511,,211704.0,Auto,736,0,2026-04-07 06:39:58.483059,Active,West
CUST2233,31.0,49327,Business,401591.0,Personal,660,4,2026-01-11 06:39:58.483062,Active,West
CUST2234,38.0,72550,Business,769366.0,Home,634,5,2026-02-27 06:39:58.483064,Default,South
CUST2235,56.0,126985,Salaried,457522.0,Auto,705,5,2025-12-27 06:39:58.483066,Active,South
CUST2236,36.0,not_available,,650902.0,Personal,646,5,2026-03-02 06:39:58.483068,Delayed,South
CUST2237,29.0,115849,,342560.0,Home,748,5,2026-02-04 06:39:58.483070,Default,East
CUST2238,31.0,74460,Self-employed,629885.0,Business,744,3,2025-12-24 06:39:58.483073,Delayed,West
CUST2239,35.0,103291,Self-employed,430445.0,Business,654,5,2026-03-11 06:39:58.483075,Delayed,North
CUST2240,43.0,131399,Self-employed,727055.0,Auto,687,1,2026-03-28 06:39:58.483077,Delayed,North
CUST2241,38.0,86706,Salaried,401591.0,Business,694,4,2026-04-03 06:39:58.483079,Default,North
CUST2242,27.0,147359,Business,617922.0,Personal,605,0,2026-02-27 06:39:58.483082,Delayed,West
CUST2243,50.0,93034,,473574.0,Home,720,1,2026-02-06 06:39:58.483101,Active,East
CUST2244,40.0,134456,,737005.0,Auto,762,5,2026-03-07 06:39:58.483103,Active,West
CUST2245,36.0,127340,Business,302061.0,Home,649,1,2026-03-05 06:39:58.483164,Delayed,West
CUST2246,42.0,102063,,211704.0,Home,764,0,2026-01-04 06:39:58.483167,Active,West
CUST2247,56.0,54152,Business,798423.0,Home,612,5,2026-02-19 06:39:58.483169,Default,West
CUST2248,35.0,40666,Salaried,364380.0,Personal,624,1,2025-12-08 06:39:58.483171,Default,West
CUST2249,25.0,41889,Salaried,537943.0,Auto,722,3,2026-04-06 06:39:58.483173,Active,East
CUST2250,27.0,109904,Salaried,734392.0,Business,728,3,2026-02-08 06:39:58.483174,Active,South
CUST2251,44.0,140544,Business,340449.0,Home,648,4,2026-05-15 06:39:58.483176,Default,North
CUST2252,37.0,101931,Business,617152.0,Home,721,4,2025-12-12 06:39:58.483178,Delayed,West
CUST2253,44.0,68899,Student,517997.0,Home,634,1,2025-12-28 06:39:58.483180,Default,West
CUST2254,31.0,46627,,763934.0,Personal,682,0,2026-02-26 06:39:58.483181,Delayed,West
CUST2255,34.0,81386,,517997.0,Business,652,3,2026-03-11 06:39:58.483184,Active,North
CUST2256,45.0,144011,Student,,Home,779,2,2026-04-30 06:39:58.483201,Active,East
CUST2257,45.0,22537,Student,593647.0,Personal,781,4,2025-11-23 06:39:58.483203,Delayed,North
CUST2258,51.0,114171,Salaried,524406.0,Personal,675,3,2026-04-06 06:39:58.483205,Delayed,East
CUST2259,29.0,23009,Student,565303.0,Home,703,5,2026-02-12 06:39:58.483207,Default,South
CUST2260,35.0,143220,Business,629885.0,Home,646,1,2026-03-14 06:39:58.483209,Delayed,West
CUST2261,26.0,109389,Self-employed,667345.0,Personal,642,3,2025-12-26 06:39:58.483211,Active,East
CUST2262,36.0,120766,Business,763934.0,Personal,747,3,2025-12-25 06:39:58.483212,Active,North
CUST2263,42.0,118071,Student,327941.0,Home,760,1,2026-03-15 06:39:58.483214,Active,East
CUST2264,45.0,110071,,364380.0,Personal,692,4,2026-02-27 06:39:58.483216,Delayed,East
CUST2265,40.0,118064,Business,433829.0,Personal,743,4,2026-03-20 06:39:58.483218,Delayed,South
CUST2266,41.0,109904,,,Home,677,2,2026-03-29 06:39:58.483220,Active,West
CUST2267,26.0,144011,Business,723769.0,Home,606,2,2026-04-18 06:39:58.483222,Delayed,West
CUST2268,33.0,108774,,433898.0,Auto,669,4,2026-03-01 06:39:58.483224,Default,North
CUST2269,34.0,75913,Business,,Business,748,4,2025-11-19 06:39:58.483226,Default,North
CUST2270,26.0,73865,,340449.0,Home,635,4,2026-01-27 06:39:58.483228,Delayed,South
CUST2271,28.0,23178,Self-employed,506339.0,Home,703,4,2026-02-27 06:39:58.483229,Delayed,East
CUST2272,27.0,93034,Salaried,578671.0,Home,653,3,2026-05-07 06:39:58.483231,Active,East
CUST2273,42.0,30068,Business,561933.0,Business,746,2,2026-02-10 06:39:58.483233,Delayed,North
CUST2274,48.0,120766,Self-employed,592606.0,Auto,624,1,2026-03-23 06:39:58.483235,Active,West
CUST2275,37.0,122171,Salaried,699899.0,Personal,666,0,2026-02-14 06:39:58.483237,Default,East
CUST2276,50.0,99443,Business,595946.0,Business,708,1,2026-02-07 06:39:58.483239,Delayed,South
CUST2277,49.0,41889,Self-employed,609863.0,Home,780,5,2025-11-19 06:39:58.483240,Default,North
CUST2278,58.0,136595,Self-employed,87355.0,Home,647,0,2026-01-30 06:39:58.483243,Delayed,East
CUST2279,54.0,68899,Self-employed,683969.0,Auto,769,3,2026-03-12 06:39:58.483245,Delayed,West
CUST2280,37.0,134456,Student,457522.0,Auto,774,5,2026-03-16 06:39:58.483247,Active,West
CUST2281,58.0,140544,,211704.0,Auto,690,2,2025-12-04 06:39:58.483249,Active,South
CUST2282,36.0,69346,Salaried,262104.0,Personal,769,0,2026-02-22 06:39:58.483250,Delayed,South
CUST2283,33.0,101931,,424494.0,Business,601,4,2026-01-16 06:39:58.483252,Delayed,North
CUST2284,50.0,141025,,143566.0,Business,733,5,2026-03-30 06:39:58.483254,Active,North
CUST2285,43.0,78741,,593647.0,Auto,726,3,2026-04-12 06:39:58.483256,Default,West
CUST2286,54.0,55422,Self-employed,769366.0,Personal,645,0,2026-04-22 06:39:58.483258,Delayed,West
CUST2287,53.0,72550,,82309.0,Business,793,4,2026-01-10 06:39:58.483263,Active,East
CUST2288,22.0,22176,Student,342560.0,Home,705,5,2025-12-21 06:39:58.483267,Delayed,East
CUST2289,56.0,143220,Business,617152.0,Home,639,3,2025-12-18 06:39:58.483271,Active,East
CUST2290,59.0,64910,Self-employed,433829.0,Home,657,5,2026-02-24 06:39:58.483274,Default,South
CUST2291,45.0,76997,Salaried,104306.0,Business,677,0,2026-04-09 06:39:58.483278,Delayed,South
CUST2292,42.0,53654,Business,617922.0,Auto,abc,4,2026-04-07 06:39:58.483281,Delayed,East
CUST2293,58.0,140544,Business,286692.0,Home,632,2,2026-01-26 06:39:58.483285,Default,West
CUST2294,34.0,46206,Business,727055.0,Auto,661,3,2025-12-23 06:39:58.483289,Delayed,North
CUST2295,23.0,76997,,171139.0,Personal,611,0,2026-04-21 06:39:58.483292,Delayed,South
CUST2296,48.0,78741,,433829.0,Home,725,4,2026-05-11 06:39:58.483296,Delayed,South
CUST2297,41.0,41684,Self-employed,194318.0,Personal,648,2,2026-02-02 06:39:58.483299,Active,East
CUST2298,44.0,73865,,649181.0,Auto,687,5,2026-02-26 06:39:58.483303,Active,North
CUST2299,32.0,131399,,401591.0,Business,677,4,2025-12-17 06:39:58.483314,Delayed,South
CUST2300,37.0,118071,,481030.0,Auto,604,2,2026-04-04 06:39:58.483316,Default,North
CUST2301,52.0,76997,Self-employed,130294.0,Home,778,0,2025-12-13 06:39:58.483318,Default,South
CUST2302,35.0,144062,Self-employed,433829.0,Home,668,4,2026-02-07 06:39:58.483320,Delayed,North
CUST2303,21.0,129863,Student,327941.0,Auto,710,4,2026-02-16 06:39:58.483322,Active,North
CUST2304,54.0,109904,Student,87355.0,Home,759,1,2026-01-10 06:39:58.483324,Active,South
CUST2305,53.0,46206,Student,556705.0,Home,776,3,2026-02-17 06:39:58.483325,Delayed,North
CUST2306,49.0,109312,Student,635619.0,Personal,659,4,2026-05-12 06:39:58.483327,Active,West
CUST2307,32.0,28635,Business,143566.0,Business,645,2,2026-03-14 06:39:58.483329,Active,South
CUST2308,32.0,53654,Business,565303.0,Auto,795,3,2026-03-05 06:39:58.483331,Default,South
CUST2309,37.0,75913,Student,524406.0,Personal,768,0,2025-12-17 06:39:58.483333,Delayed,West
CUST2310,51.0,69346,Student,104306.0,Home,794,3,2026-04-28 06:39:58.483335,Active,North
CUST2311,51.0,35029,Salaried,570335.0,Personal,612,1,2026-01-12 06:39:58.483336,Active,West
CUST2312,54.0,40666,Business,433829.0,Business,707,0,2026-01-05 06:39:58.483338,Active,South
CUST2313,58.0,148180,Salaried,630918.0,Auto,711,4,2026-04-03 06:39:58.483340,Delayed,West
CUST2314,48.0,122958,Salaried,143566.0,Business,699,5,2026-04-05 06:39:58.483342,Delayed,North
CUST2315,48.0,58751,,457522.0,Business,745,0,2026-03-12 06:39:58.483344,Active,West
CUST2316,35.0,134817,Self-employed,343076.0,Personal,712,0,2026-02-26 06:39:58.483346,Default,South
CUST2317,29.0,101931,Business,269248.0,Personal,696,1,2026-03-30 06:39:58.483347,Default,North
CUST2318,49.0,46206,Student,314052.0,Business,650,2,2026-04-13 06:39:58.483350,Delayed,South
CUST2319,44.0,148180,Student,650902.0,Home,717,0,2025-12-04 06:39:58.483351,Default,South
CUST2320,58.0,46627,Self-employed,332868.0,Auto,635,2,2025-11-24 06:39:58.483353,Active,East
CUST2321,39.0,68443,Business,143566.0,Home,680,3,2026-03-03 06:39:58.483355,Delayed,South
CUST2322,24.0,78741,Student,778468.0,Home,702,5,2026-03-10 06:39:58.483357,Delayed,South
CUST2323,,64910,Student,727055.0,Auto,633,1,2026-05-11 06:39:58.483358,Default,North
CUST2324,49.0,49327,,145057.0,Personal,739,4,2026-01-22 06:39:58.483360,Delayed,North
CUST2325,22.0,46206,Salaried,617152.0,Home,732,0,2026-01-03 06:39:58.483362,Default,North
CUST2326,33.0,60130,Student,617152.0,Personal,647,5,2026-01-31 06:39:58.483364,Default,West
CUST2327,49.0,74460,Business,343076.0,Auto,703,5,2026-03-06 06:39:58.483366,Active,West
CUST2328,23.0,31984,Self-employed,455486.0,Home,690,2,2026-03-06 06:39:58.483368,Default,North
CUST2329,37.0,58751,,473574.0,Personal,723,0,2026-01-18 06:39:58.483370,Default,West
CUST2330,56.0,53065,Business,76015.0,Personal,639,5,2026-03-26 06:39:58.483371,Delayed,East
CUST2331,44.0,95910,,544132.0,Home,740,1,2026-03-11 06:39:58.483373,Active,West
CUST2332,,49327,Salaried,192957.0,Auto,625,4,2026-03-08 06:39:58.483375,Active,East
CUST2333,34.0,42337,Student,262104.0,Business,741,3,2026-03-21 06:39:58.483377,Default,North
CUST2334,28.0,78251,Business,798423.0,Personal,695,3,2026-04-29 06:39:58.483378,Delayed,North
CUST2335,34.0,144062,Self-employed,52928.0,Auto,738,2,2026-03-19 06:39:58.483380,Delayed,West
CUST2336,43.0,104762,Salaried,569757.0,Home,765,5,2026-02-21 06:39:58.483382,Delayed,North
CUST2337,23.0,104149,Salaried,604700.0,Personal,679,3,2026-02-25 06:39:58.483384,Active,North
CUST2338,31.0,110071,,617152.0,Personal,656,2,2026-05-15 06:39:58.483386,Active,South
CUST2339,56.0,120766,Salaried,609863.0,Personal,749,4,2025-12-07 06:39:58.483387,Default,North
CUST2340,56.0,84892,Business,609863.0,Auto,710,0,2025-12-23 06:39:58.483389,Default,South
CUST2341,25.0,78741,,253811.0,Personal,743,1,2026-02-16 06:39:58.483391,Delayed,North
CUST2342,58.0,20287,Salaried,524406.0,Personal,675,4,2025-12-12 06:39:58.483393,Default,East
CUST2343,43.0,134456,Self-employed,52928.0,Home,628,4,2026-03-23 06:39:58.483395,Delayed,East
CUST2344,30.0,103291,Business,630918.0,Personal,729,3,2026-03-15 06:39:58.483396,Active,North
CUST2345,32.0,120667,Self-employed,667345.0,Auto,781,3,2026-02-21 06:39:58.483398,Default,East
CUST2346,53.0,122171,Self-employed,565303.0,Home,601,1,2026-02-01 06:39:58.483400,Delayed,East
CUST2347,44.0,120667,,303928.0,Business,602,0,2026-05-12 06:39:58.483402,Active,East
CUST2348,26.0,120667,Student,561933.0,Home,783,4,2026-01-14 06:39:58.483403,Delayed,West
CUST2349,23.0,110417,,727055.0,Personal,671,5,2026-04-25 06:39:58.483406,Default,East
CUST2350,27.0,84892,Business,575275.0,Business,610,3,2025-12-24 06:39:58.483408,Delayed,South
CUST2351,39.0,31984,Business,143566.0,Home,759,4,2026-03-10 06:39:58.483410,Active,West
CUST2352,48.0,49327,,289204.0,Personal,603,0,2025-12-27 06:39:58.483412,Default,South
CUST2353,29.0,131399,Student,609863.0,Home,736,2,2026-03-20 06:39:58.483413,Active,South
CUST2354,53.0,27135,,455486.0,Auto,687,0,2026-02-25 06:39:58.483433,Default,South
CUST2355,45.0,66686,Business,593647.0,Personal,712,4,2025-12-06 06:39:58.483435,Delayed,West
CUST2356,22.0,59321,Student,141426.0,Auto,783,4,2025-11-23 06:39:58.483437,Active,North
CUST2357,25.0,140544,Business,769366.0,Personal,615,1,2026-03-06 06:39:58.483438,Active,East
CUST2358,24.0,46627,Student,793987.0,Auto,685,4,2026-03-08 06:39:58.483440,Delayed,East
CUST2359,24.0,20287,Student,364380.0,Business,798,3,2026-04-27 06:39:58.483443,Active,North
CUST2360,42.0,46206,,177192.0,Auto,609,5,2025-12-28 06:39:58.483444,Active,North
CUST2361,28.0,34758,,251464.0,Home,763,1,2026-03-15 06:39:58.483446,Active,South
CUST2362,54.0,22537,,422209.0,Personal,623,4,2026-01-11 06:39:58.483448,Active,West
CUST2363,39.0,31984,Student,332868.0,Home,663,0,2026-02-10 06:39:58.483450,Delayed,South
CUST2364,54.0,114171,Student,76015.0,Auto,655,4,2026-05-01 06:39:58.483452,Active,East
CUST2365,37.0,68899,Business,570335.0,Personal,688,0,2025-11-26 06:39:58.483454,Active,North
CUST2366,36.0,66686,Self-employed,683969.0,Auto,621,0,2026-03-16 06:39:58.483455,Active,East
CUST2367,43.0,31984,,570335.0,Business,779,4,2026-02-12 06:39:58.483474,Default,North
CUST2368,22.0,122958,Business,130294.0,Business,649,0,2026-05-09 06:39:58.483478,Default,West
CUST2369,51.0,120667,Business,146917.0,Business,646,5,2026-03-23 06:39:58.483479,Delayed,South
CUST2370,54.0,53783,Salaried,228417.0,Auto,622,2,2026-03-24 06:39:58.483481,Delayed,East
CUST2371,57.0,124940,,537943.0,Auto,682,1,2026-05-03 06:39:58.483483,Delayed,West
CUST2372,32.0,103291,Business,201601.0,Business,618,4,2026-03-27 06:39:58.483504,Active,East
CUST2373,44.0,54152,Salaried,742255.0,Auto,779,2,2026-03-12 06:39:58.483506,Default,North
